TargetGene,Ensembl_ID
CHTF18,ENSG00000127586
GNG13,ENSG00000127588
LMF1-AS1,ENSG00000260439
LMF1,ENSG00000103227
SOX8,ENSG00000005513
CACNA1H,ENSG00000196557
UBE2I,ENSG00000103275
BAIAP3,ENSG00000007516
TSR3,ENSG00000007520
GNPTG,ENSG00000090581
UNKL,ENSG00000059145
C16orf91,ENSG00000174109
CLCN7,ENSG00000103249
TELO2,ENSG00000100726
IFT140,ENSG00000187535
CRAMP1,ENSG00000007545
HN1L,ENSG00000206053
MAPK8IP3,ENSG00000138834
NME3,ENSG00000103024
MRPS34,ENSG00000074071
EME2,ENSG00000197774
SPSB3,ENSG00000162032
NUBP2,ENSG00000095906
HAGH,ENSG00000063854
FAHD1,ENSG00000180185
MEIOB,ENSG00000162039
LINC00254,ENSG00000281219
MSRB1,ENSG00000198736
NDUFB10,ENSG00000140990
RPS2,ENSG00000140988
SNHG9,ENSG00000255198
TBL3,ENSG00000183751
NOXO1,ENSG00000196408
GFER,ENSG00000127554
SYNGR3,ENSG00000127561
ZNF598,ENSG00000167962
NPW,ENSG00000183971
SLC9A3R2,ENSG00000065054
NTHL1,ENSG00000065057
TSC2,ENSG00000103197
PKD1,ENSG00000008710
RAB26,ENSG00000167964
SNHG19,ENSG00000260260
TRAF7,ENSG00000131653
CASKIN1,ENSG00000167971
MLST8,ENSG00000167965
BRICD5,ENSG00000182685
PGP,ENSG00000184207
E4F1,ENSG00000167967
DNASE1L2,ENSG00000167968
ECI1,ENSG00000167969
RNPS1,ENSG00000205937
LOC106660606,
ABCA3,ENSG00000167972
ABCA17P,ENSG00000238098
CCNF,ENSG00000162063
C16orf59,ENSG00000162062
NTN3,ENSG00000162068
TBC1D24,ENSG00000162065
ATP6V0C,ENSG00000185883
AMDHD2,ENSG00000162066
CEMP1,ENSG00000205923
PDPK1,ENSG00000140992
LOC652276,
ERVK13-1,ENSG00000260565
KCTD5,ENSG00000167977
PRSS27,ENSG00000172382
SRRM2,ENSG00000167978
ELOB,ENSG00000103363
PRSS41,ENSG00000215148
PRSS21,ENSG00000007038
PRSS30P,ENSG00000172460
PRSS22,ENSG00000005001
FLYWCH2,ENSG00000162076
FLYWCH1,ENSG00000059122
KREMEN2,ENSG00000131650
PAQR4,ENSG00000162073
PKMYT1,ENSG00000127564
CLDN9,ENSG00000213937
CLDN6,ENSG00000184697
TNFRSF12A,ENSG00000006327
THOC6,ENSG00000131652
HCFC1R1,ENSG00000103145
MMP25-AS1,ENSG00000261971
ZSCAN10,ENSG00000130182
ZNF205,ENSG00000122386
ZNF205-AS1,
ZNF213-AS1,ENSG00000263072
ZNF213,ENSG00000085644
ZNF200,ENSG00000010539
LINC00921,ENSG00000281005
ZNF263,ENSG00000006194
TIGD7,ENSG00000140993
ZNF75A,ENSG00000162086
ZSCAN32,ENSG00000140987
ZNF174,ENSG00000103343
ZNF597,ENSG00000167981
NAA60,ENSG00000122390
CLUAP1,ENSG00000103351
SLX4,ENSG00000188827
DNASE1,ENSG00000213918
TRAP1,ENSG00000126602
CREBBP,ENSG00000005339
LOC102724927,
ADCY9,ENSG00000162104
LINC01569,ENSG00000262468
TFAP4,ENSG00000090447
GLIS2-AS1,ENSG00000262686
PAM16,ENSG00000217930
VASN,ENSG00000168140
CORO7-PAM16,ENSG00000103426
CORO7,ENSG00000262246
DNAJA3,ENSG00000103423
NMRAL1,ENSG00000153406
HMOX2,ENSG00000103415
CDIP1,ENSG00000089486
UBALD1,ENSG00000153443
MGRN1,ENSG00000102858
NUDT16L1,ENSG00000168101
C16orf71,ENSG00000166246
ANKS3,ENSG00000168096
ZNF500,ENSG00000103199
SEPT12,ENSG00000140623
ROGDI,ENSG00000067836
GLYR1,ENSG00000140632
UBN1,ENSG00000118900
PPL,ENSG00000118898
SEC14L5,ENSG00000103184
NAGPA-AS1,ENSG00000267072
NAGPA,ENSG00000103174
ALG1,ENSG00000033011
EEF2KMT,ENSG00000118894
LINC01570,ENSG00000260338
METTL22,ENSG00000067365
TMEM186,ENSG00000184857
PMM2,ENSG00000140650
CARHSP1,ENSG00000153048
USP7,ENSG00000187555
C16orf72,ENSG00000182831
ATF7IP2,ENSG00000166669
EMP2,ENSG00000213853
NUBP1,ENSG00000103274
TVP23A,ENSG00000166676
CIITA,ENSG00000179583
DEXI,ENSG00000182108
CLEC16A,ENSG00000038532
SOCS1,ENSG00000185338
LOC105371083,
RMI2,ENSG00000175643
LITAF,ENSG00000189067
SNN,ENSG00000184602
TXNDC11,ENSG00000153066
ZC3H7A,ENSG00000122299
RSL1D1,ENSG00000171490
GSPT1,ENSG00000103342
TNFRSF17,ENSG00000048462
SNX29,ENSG00000048471
CPPED1,ENSG00000103381
ERCC4,ENSG00000175595
MKL2,ENSG00000186260
MIR193BHG,ENSG00000262454
PARN,ENSG00000140694
BFAR,ENSG00000103429
NOMO1,ENSG00000103512
PDXDC1,ENSG00000179889
NTAN1,ENSG00000157045
RRN3,ENSG00000085721
LOC100505915,
KIAA0430,ENSG00000166783
NDE1,ENSG00000072864
FOPNL,ENSG00000133393
ABCC1,ENSG00000103222
NOMO3,ENSG00000103226
RPS15A,ENSG00000134419
ARL6IP1,ENSG00000170540
SMG1,ENSG00000157106
TMC7,ENSG00000170537
COQ7,ENSG00000167186
LOC102723385,
ITPRIPL2,ENSG00000205730
SYT17,ENSG00000103528
GDE1,ENSG00000006007
CCP110,ENSG00000103540
C16orf62,ENSG00000103544
KNOP1,ENSG00000103550
GPRC5B,ENSG00000167191
ACSM1,ENSG00000166743
THUMPD1,ENSG00000066654
ACSM3,ENSG00000005187
LOC81691,
ERI2,ENSG00000196678
DCUN1D3,ENSG00000188215
LYRM1,ENSG00000102897
TMEM159,ENSG00000011638
DNAH3,ENSG00000158486
CRYM-AS1,ENSG00000189149
CRYM,ENSG00000103316
SMG1P3,ENSG00000180747
SLC7A5P2,ENSG00000258186
LOC101927814,
METTL9,ENSG00000197006
UQCRC2,ENSG00000140740
PDZD9,ENSG00000155714
C16orf52,ENSG00000185716
EEF2K,ENSG00000103319
POLR3E,ENSG00000058600
CDR2,ENSG00000140743
SMG1P1,ENSG00000237296
RRN3P3,ENSG00000257122
USP31,ENSG00000103404
SCNN1G,ENSG00000166828
COG7,ENSG00000168434
GGA2,ENSG00000103365
EARS2,ENSG00000103356
UBFD1,ENSG00000103353
NDUFAB1,ENSG00000004779
PALB2,ENSG00000083093
DCTN5,ENSG00000166847
PLK1,ENSG00000166851
ERN2,ENSG00000134398
CHP2,ENSG00000166869
PRKCB,ENSG00000166501
CACNG3,ENSG00000006116
RBBP6,ENSG00000122257
TNRC6A,ENSG00000090905
ARHGAP17,ENSG00000140750
LOC554206,
LINC02175,ENSG00000262155
LCMT1-AS1,ENSG00000260448
LCMT1,ENSG00000205629
AQP8,ENSG00000103375
ZKSCAN2,ENSG00000155592
KDM8,ENSG00000155666
FLJ21408,ENSG00000245888
NSMCE1,ENSG00000169189
IL4R,ENSG00000077238
IL21R,ENSG00000103522
GTF3C1,ENSG00000077235
KIAA0556,ENSG00000047578
XPO6,ENSG00000169180
SBK1,ENSG00000188322
CLN3,ENSG00000188603
APOBR,ENSG00000184730
SGF29,ENSG00000176476
SULT1A2,ENSG00000197165
SULT1A1,ENSG00000196502
ATXN2L,ENSG00000168488
TUFM,ENSG00000178952
SH2B1,ENSG00000178188
ATP2A1-AS1,ENSG00000260442
RABEP2,ENSG00000177548
NFATC2IP,ENSG00000176953
SPNS1,ENSG00000169682
SNX29P2,ENSG00000271699
SMG1P2,ENSG00000205534
SPN,ENSG00000197471
QPRT,ENSG00000103485
KIF22,ENSG00000079616
MAZ,ENSG00000103495
PRRT2,ENSG00000167371
PAGR1,ENSG00000280789
MVP,ENSG00000013364
CDIPT,ENSG00000103502
CDIPT-AS1,ENSG00000214725
SEZ6L2,ENSG00000174938
ASPHD1,ENSG00000174939
KCTD13,ENSG00000174943
TMEM219,ENSG00000149932
TAOK2,ENSG00000149930
HIRIP3,ENSG00000149929
INO80E,ENSG00000169592
DOC2A,ENSG00000149927
ALDOA,ENSG00000149925
PPP4C,ENSG00000149923
TBX6,ENSG00000149922
YPEL3,ENSG00000090238
LOC101928595,
GDPD3,ENSG00000102886
MAPK3,ENSG00000102882
CORO1A,ENSG00000102879
SMG1P5,ENSG00000183604
CD2BP2,ENSG00000169217
TBC1D10B,ENSG00000169221
SEPT1,ENSG00000180096
ZNF48,ENSG00000180035
ZNF771,ENSG00000179965
DCTPP1,ENSG00000179958
SEPHS2,ENSG00000179918
ZNF768,ENSG00000169957
ZNF747,ENSG00000169955
ZNF764,ENSG00000169951
ZNF688,ENSG00000229809
ZNF785,ENSG00000197162
ZNF689,ENSG00000156853
PRR14,ENSG00000156858
FBRS,ENSG00000156860
LOC730183,
SRCAP,ENSG00000080603
TMEM265,ENSG00000281991
PHKG2,ENSG00000156873
RNF40,ENSG00000103549
CCDC189,ENSG00000196118
ZNF629,ENSG00000102870
MIR762HG,ENSG00000260083
BCL7C,ENSG00000099385
CTF1,ENSG00000150281
FBXL19-AS1,ENSG00000260852
FBXL19,ENSG00000099364
ORAI3,ENSG00000175938
SETD1A,ENSG00000099381
HSD3B7,ENSG00000099377
STX1B,ENSG00000099365
STX4,ENSG00000103496
ZNF646,ENSG00000167395
VKORC1,ENSG00000167397
BCKDK,ENSG00000103507
KAT8,ENSG00000103510
PRSS8,ENSG00000052344
PRSS36,ENSG00000178226
FUS,ENSG00000089280
PYCARD-AS1,ENSG00000261359
PYCARD,ENSG00000103490
ITGAM,ENSG00000169896
ITGAX,ENSG00000140678
ZNF843,ENSG00000176723
ARMC5,ENSG00000140691
TGFB1I1,ENSG00000140682
C16orf58,ENSG00000140688
AHSP,ENSG00000169877
CLUHP3,ENSG00000131797
ZNF720,ENSG00000197302
ZNF267,ENSG00000185947
TP53TG3HP,ENSG00000269622
SHCBP1,ENSG00000171241
VPS35,ENSG00000069329
ORC6,ENSG00000091651
MYLK3,ENSG00000140795
C16orf87,ENSG00000155330
GPT2,ENSG00000166123
DNAJA2,ENSG00000069345
NETO2,ENSG00000171208
ITFG1-AS1,ENSG00000260281
ITFG1,ENSG00000129636
PHKB,ENSG00000102893
LONP2,ENSG00000102910
SIAH1,ENSG00000196470
N4BP1,ENSG00000102921
CBLN1,ENSG00000102924
CNEP1R1,ENSG00000205423
HEATR3,ENSG00000155393
PAPD5,ENSG00000121274
BRD7,ENSG00000166164
NKD1,ENSG00000140807
NOD2,ENSG00000167207
CYLD,ENSG00000083799
LINC01571,ENSG00000260057
LOC105371267,
CHD9,ENSG00000177200
RBL2,ENSG00000103479
AKTIP,ENSG00000166971
RPGRIP1L,ENSG00000103494
FTO,ENSG00000140718
LINC02140,ENSG00000261803
CRNDE,ENSG00000245694
IRX5,ENSG00000176842
LPCAT2,ENSG00000087253
CAPNS2,ENSG00000256812
LOC283856,
GNAO1,ENSG00000087258
DKFZP434H168,ENSG00000261439
AMFR,ENSG00000159461
NUDT21,ENSG00000167005
OGFOD1,ENSG00000087263
BBS2,ENSG00000125124
MT2A,ENSG00000125148
MT1A,ENSG00000205362
MT1DP,ENSG00000205361
MT1F,ENSG00000198417
MT1X,ENSG00000187193
NUP93,ENSG00000102900
HERPUD1,ENSG00000051108
CPNE2,ENSG00000140848
FAM192A,ENSG00000172775
RSPRY1,ENSG00000159579
ARL2BP,ENSG00000102931
PLLP,ENSG00000102934
COQ9,ENSG00000088682
CIAPIN1,ENSG00000005194
POLR2C,ENSG00000102978
DOK4,ENSG00000125170
CCDC102A,ENSG00000135736
ADGRG1,ENSG00000205336
ADGRG3,ENSG00000182885
DRC7,ENSG00000159625
KATNB1,ENSG00000140854
LOC388282,
TEPP,ENSG00000159648
ZNF319,ENSG00000166188
USB1,ENSG00000103005
MMP15,ENSG00000102996
CFAP20,ENSG00000070761
CSNK2A2,ENSG00000070770
CCDC113,ENSG00000103021
GINS3,ENSG00000181938
NDRG4,ENSG00000103034
SETD6,ENSG00000103037
CNOT1,ENSG00000125107
SLC38A7,ENSG00000103042
GOT2,ENSG00000125166
LINC00920,ENSG00000246898
BEAN1,ENSG00000166546
BEAN1-AS1,ENSG00000261656
TK2,ENSG00000166548
CKLF,ENSG00000217555
CKLF-CMTM1,ENSG00000254788
CMTM3,ENSG00000140931
CMTM4,ENSG00000183723
DYNC1LI2,ENSG00000135720
LOC106699570,
NAE1,ENSG00000159593
CA7,ENSG00000168748
PDP2,ENSG00000172840
RRAD,ENSG00000166592
FAM96B,ENSG00000166595
CES2,ENSG00000172831
CES3,ENSG00000172828
CBFB,ENSG00000067955
C16orf70,ENSG00000125149
B3GNT9,ENSG00000237172
TRADD,ENSG00000102871
FBXL8,ENSG00000135722
HSF4,ENSG00000102878
NOL3,ENSG00000140939
KIAA0895L,ENSG00000196123
EXOC3L1,ENSG00000179044
E2F4,ENSG00000205250
ELMO3,ENSG00000102890
LRRC29,ENSG00000125122
TMEM208,ENSG00000168701
FHOD1,ENSG00000135723
SLC9A5,ENSG00000135740
PLEKHG4,ENSG00000196155
KCTD19,ENSG00000168676
LRRC36,ENSG00000159708
TPPP3,ENSG00000159713
ZDHHC1,ENSG00000159714
HSD11B2,ENSG00000176387
ATP6V0D1,ENSG00000159720
LOC100505942,
RIPOR1,ENSG00000039523
CTCF,ENSG00000102974
CARMIL2,ENSG00000159753
ACD,ENSG00000102977
PARD6A,ENSG00000102981
ENKD1,ENSG00000124074
C16orf86,ENSG00000159761
GFOD2,ENSG00000141098
RANBP10,ENSG00000141084
TSNAXIP1,ENSG00000102904
THAP11,ENSG00000168286
NUTF2,ENSG00000102898
CENPT,ENSG00000102901
EDC4,ENSG00000038358
NRN1L,ENSG00000188038
PSKH1,ENSG00000159792
CTRL,ENSG00000141086
PSMB10,ENSG00000205220
LCAT,ENSG00000213398
SLC12A4,ENSG00000124067
DPEP2,ENSG00000167261
DUS2,ENSG00000167264
DDX28,ENSG00000182810
NFATC3,ENSG00000072736
PLA2G15,ENSG00000103066
SLC7A6,ENSG00000103064
SLC7A6OS,ENSG00000103061
PRMT7,ENSG00000132600
SMPD3,ENSG00000103056
ZFP90,ENSG00000184939
TANGO6,ENSG00000103047
CHTF8,ENSG00000168802
UTP4,ENSG00000141076
SNTB2,ENSG00000168807
VPS4A,ENSG00000132612
PDF,ENSG00000258429
NIP7,ENSG00000132603
COG8,ENSG00000213380
TERF2,ENSG00000132604
CYB5B,ENSG00000103018
NFAT5,ENSG00000102908
NQO1,ENSG00000181019
NOB1,ENSG00000141101
WWP2,ENSG00000198373
PDXDC2P-NPIPB14P,ENSG00000196696
EXOSC6,ENSG00000223496
AARS,ENSG00000090861
DDX19B,ENSG00000157349
LOC100506083,
DDX19A,ENSG00000168872
ST3GAL2,ENSG00000157350
FUK,ENSG00000157353
COG4,ENSG00000103051
SF3B3,ENSG00000189091
IL34,ENSG00000157368
MTSS1L,ENSG00000132613
VAC14,ENSG00000103043
HYDIN,ENSG00000157423
CMTR2,ENSG00000180917
CALB2,ENSG00000172137
ZNF23,ENSG00000167377
TAT-AS1,ENSG00000260886
PHLPP2,ENSG00000040199
AP1G1,ENSG00000166747
ATXN1L,ENSG00000224470
ZNF821,ENSG00000102984
IST1,ENSG00000182149
DHODH,ENSG00000102967
TXNL4B,ENSG00000140830
DHX38,ENSG00000140829
PMFBP1,ENSG00000118557
LINC01572,ENSG00000261008
PSMD7,ENSG00000103035
LOC283922,
GLG1,ENSG00000090863
RFWD3,ENSG00000168411
MLKL,ENSG00000168404
FA2H,ENSG00000103089
WDR59,ENSG00000103091
ZNRF1,ENSG00000186187
LDHD,ENSG00000166816
ZFP1,ENSG00000184517
BCAR1,ENSG00000050820
CFDP1,ENSG00000153774
TMEM170A,ENSG00000166822
CHST6,ENSG00000183196
TMEM231,ENSG00000205084
GABARAPL2,ENSG00000034713
ADAT1,ENSG00000065457
KARS,ENSG00000065427
TERF2IP,ENSG00000166848
LINC02125,ENSG00000250514
MON1B,ENSG00000103111
NUDT7,ENSG00000140876
WWOX,ENSG00000186153
MAF,ENSG00000178573
LINC01229,ENSG00000260876
MAFTRR,ENSG00000261390
DYNLRB2,ENSG00000168589
LINC01227,ENSG00000260737
CDYL2,ENSG00000166446
CENPN,ENSG00000166451
CMC2,ENSG00000103121
ATMIN,ENSG00000166454
C16orf46,ENSG00000166455
GCSH,ENSG00000140905
PKD1L2,ENSG00000166473
GAN,ENSG00000261609
CMIP,ENSG00000153815
PLCG2,ENSG00000197943
SDR42E1,ENSG00000184860
MPHOSPH6,ENSG00000135698
HSBP1,ENSG00000230989
MLYCD,ENSG00000103150
OSGIN1,ENSG00000140961
NECAB2,ENSG00000103154
SLC38A8,ENSG00000166558
MBTPS1,ENSG00000140943
HSDL1,ENSG00000103160
DNAAF1,ENSG00000154099
TAF1C,ENSG00000103168
ADAD2,ENSG00000140955
ATP2C2,ENSG00000064270
TLDC1,ENSG00000140950
COTL1,ENSG00000103187
KLHL36,ENSG00000135686
USP10,ENSG00000103194
CRISPLD2,ENSG00000103196
ZDHHC7,ENSG00000153786
KIAA0513,ENSG00000135709
LINC02139,ENSG00000278214
GSE1,ENSG00000131149
GINS2,ENSG00000131153
C16orf74,ENSG00000154102
EMC8,ENSG00000131148
COX4I1,ENSG00000131143
MTHFSD,ENSG00000103248
FLJ30679,ENSG00000280278
LINC02181,ENSG00000232190
C16orf95,ENSG00000260456
LOC101928659,
FBXO31,ENSG00000103264
MAP1LC3B,ENSG00000140941
ZCCHC14,ENSG00000140948
KLHDC4,ENSG00000104731
LOC102724467,
SLC7A5,ENSG00000103257
BANP,ENSG00000172530
ZFPM1,ENSG00000179588
ZC3H18,ENSG00000158545
IL17C,ENSG00000124391
CYBA,ENSG00000051523
MVD,ENSG00000167508
SNAI3-AS1,ENSG00000260630
SNAI3,ENSG00000185669
RNF166,ENSG00000158717
CTU2,ENSG00000174177
LOC339059,
PIEZO1,ENSG00000103335
CDT1,ENSG00000167513
APRT,ENSG00000198931
GALNS,ENSG00000141012
TRAPPC2L,ENSG00000167515
CBFA2T3,ENSG00000129993
ACSF3,ENSG00000176715
CDH15,ENSG00000129910
SLC22A31,ENSG00000259803
ZNF778,ENSG00000170100
LOC100287036,
ANKRD11,ENSG00000167522
SPG7,ENSG00000197912
RPL13,ENSG00000167526
CPNE7,ENSG00000178773
DPEP1,ENSG00000015413
CHMP1A,ENSG00000131165
SPATA33,ENSG00000167523
CDK10,ENSG00000185324
SPATA2L,ENSG00000158792
VPS9D1-AS1,ENSG00000261373
ZNF276,ENSG00000158805
VPS9D1,ENSG00000075399
FANCA,ENSG00000187741
SPIRE2,ENSG00000204991
TCF25,ENSG00000141002
MC1R,ENSG00000258839
TUBB3,ENSG00000258947
DEF8,ENSG00000140995
AFG3L1P,ENSG00000223959
CENPBD1,ENSG00000177946
DBNDD1,ENSG00000003249
GAS8,ENSG00000141013
URAHP,ENSG00000222019
C20orf96,ENSG00000196476
ZCCHC3,ENSG00000247315
NRSN2-AS1,ENSG00000225377
SOX12,ENSG00000177732
NRSN2,ENSG00000125841
TRIB3,ENSG00000101255
RBCK1,ENSG00000125826
TBC1D20,ENSG00000125875
CSNK2A1,ENSG00000101266
TCF15,ENSG00000125878
SRXN1,ENSG00000271303
SCRT2,ENSG00000215397
SLC52A3,ENSG00000101276
FAM110A,ENSG00000125898
LOC105372493,
PSMF1,ENSG00000125818
TMEM74B,ENSG00000125895
RAD21L1,ENSG00000244588
SNPH,ENSG00000101298
SDCBP2,ENSG00000125775
SDCBP2-AS1,ENSG00000234684
FKBP1A-SDCBP2,
FKBP1A,ENSG00000088832
NSFL1C,ENSG00000088833
SIRPG-AS1,ENSG00000237914
STK35,ENSG00000125834
SNRPB,ENSG00000125835
ZNF343,ENSG00000088876
NOP56,ENSG00000101361
IDH3B,ENSG00000101365
EBF4,ENSG00000088881
CPXM1,ENSG00000088882
C20orf141,ENSG00000258713
VPS16,ENSG00000215305
PCED1A,ENSG00000132635
MRPS26,ENSG00000125901
AVP,ENSG00000101200
FASTKD5,ENSG00000215251
UBOX5,ENSG00000185019
LZTS3,ENSG00000088899
DDRGK1,ENSG00000198171
ITPA,ENSG00000125877
C20orf194,ENSG00000088854
ATRN,ENSG00000088812
C20orf27,ENSG00000101220
SPEF1,ENSG00000101222
CENPB,ENSG00000125817
CDC25B,ENSG00000101224
AP5S1,ENSG00000125843
MAVS,ENSG00000088888
PANK2,ENSG00000125779
RNF24,ENSG00000101236
SMOX,ENSG00000088826
LINC01433,ENSG00000230176
PRNP,ENSG00000171867
PRNT,ENSG00000180259
RASSF2,ENSG00000101265
SLC23A2,ENSG00000089057
TMEM230,ENSG00000089063
PCNA-AS1,
PCNA,ENSG00000132646
CDS2,ENSG00000101290
GPCPD1,ENSG00000125772
C20orf196,ENSG00000171984
CHGB,ENSG00000089199
TRMT6,ENSG00000089195
MCM8,ENSG00000125885
MCM8-AS1,ENSG00000278719
CRLS1,ENSG00000088766
TMX4,ENSG00000125827
PLCB1,ENSG00000182621
ANKEF1,ENSG00000132623
SNAP25,ENSG00000132639
SNAP25-AS1,ENSG00000227906
MKKS,ENSG00000125863
SLX4IP,ENSG00000149346
JAG1,ENSG00000101384
TASP1,ENSG00000089123
ESF1,ENSG00000089048
NDUFAF5,ENSG00000101247
KIF16B,ENSG00000089177
SNRPB2,ENSG00000125870
PCSK2,ENSG00000125851
BFSP1,ENSG00000125864
DSTN,ENSG00000125868
RRBP1,ENSG00000125844
MGME1,ENSG00000125871
SNX5,ENSG00000089006
PET117,ENSG00000232838
ZNF133,ENSG00000125846
DZANK1,ENSG00000089091
POLR3F,ENSG00000132664
RBBP9,ENSG00000089050
SEC23B,ENSG00000101310
SMIM26,ENSG00000232388
LINC00493,ENSG00000232388
DTD1,ENSG00000125821
LOC100270804,
LINC00652,ENSG00000179935
NAA20,ENSG00000173418
CFAP61,ENSG00000089101
RALGAPA2,ENSG00000188559
KIZ,ENSG00000088970
XRN2,ENSG00000088930
LINC01726,ENSG00000280350
LOC284788,
FOXA2,ENSG00000125798
CD93,ENSG00000125810
LINC00656,ENSG00000233746
NXT1,ENSG00000132661
LINC01431,ENSG00000232645
GZF1,ENSG00000125812
NAPB,ENSG00000125814
CST3,ENSG00000101439
APMAP,ENSG00000101474
ENTPD6,ENSG00000197586
LOC101926889,
PYGB,ENSG00000100994
ABHD12,ENSG00000100997
GINS1,ENSG00000101003
NINL,ENSG00000101004
NANP,ENSG00000170191
ZNF337-AS1,ENSG00000213742
ZNF337,ENSG00000130684
LOC105372582,
LOC101926935,
LINC01597,ENSG00000205611
FRG1BP,ENSG00000149531
FRG1DP,ENSG00000282870
DEFB123,ENSG00000180424
DEFB124,ENSG00000180383
LINC00028,ENSG00000233354
HM13,ENSG00000101294
HM13-AS1,ENSG00000230613
ID1,ENSG00000125968
ABALON,ENSG00000281376
BCL2L1,ENSG00000171552
TPX2,ENSG00000088325
PDRG1,ENSG00000088356
XKR7,ENSG00000260903
TM9SF4,ENSG00000101337
PLAGL2,ENSG00000126003
POFUT1,ENSG00000101346
KIF3B,ENSG00000101350
ASXL1,ENSG00000171456
LOC149950,
C20orf203,ENSG00000198547
COMMD7,ENSG00000149600
DNMT3B,ENSG00000088305
MAPRE1,ENSG00000101367
CDK5RAP1,ENSG00000101391
SNTA1,ENSG00000101400
CBFA2T2,ENSG00000078699
ACTL10,ENSG00000182584
NECAB3,ENSG00000125967
E2F1,ENSG00000101412
PXMP4,ENSG00000101417
ZNF341,ENSG00000131061
ZNF341-AS1,ENSG00000230753
CHMP4B,ENSG00000101421
RALY,ENSG00000125970
RALY-AS1,ENSG00000285230
EIF2S2,ENSG00000125977
AHCY,ENSG00000101444
ITCH,ENSG00000078747
DYNLRB1,ENSG00000125971
MAP1LC3A,ENSG00000101460
PIGU,ENSG00000101464
TP53INP2,ENSG00000078804
NCOA6,ENSG00000198646
HMGB3P1,ENSG00000225336
GGT7,ENSG00000131067
ACSS2,ENSG00000131069
GSS,ENSG00000100983
MYH7B,ENSG00000078814
TRPC4AP,ENSG00000100991
EDEM2,ENSG00000088298
PROCR,ENSG00000101000
MMP24,ENSG00000125966
MMP24-AS1,ENSG00000126005
EIF6,ENSG00000242372
FAM83C-AS1,ENSG00000235214
UQCC1,ENSG00000101019
CEP250,ENSG00000126001
ERGIC3,ENSG00000125991
SPAG4,ENSG00000061656
CPNE1,ENSG00000214078
RBM12,ENSG00000244462
ROMO1,ENSG00000125995
NFS1,ENSG00000244005
RBM39,ENSG00000131051
PHF20,ENSG00000025293
SCAND1,ENSG00000171222
CNBD2,ENSG00000149646
NORAD,ENSG00000260032
EPB41L1,ENSG00000088367
AAR2,ENSG00000131043
MYL9,ENSG00000101335
DLGAP4-AS1,ENSG00000232907
TGIF2,ENSG00000118707
TGIF2-C20orf24,ENSG00000259399
C20orf24,ENSG00000101084
NDRG3,ENSG00000101079
DSN1,ENSG00000149636
SOGA1,ENSG00000149639
SAMHD1,ENSG00000101347
RBL1,ENSG00000080839
RPN2,ENSG00000118705
MROH8,ENSG00000101353
MANBAL,ENSG00000101363
SRC,ENSG00000197122
BLCAP,ENSG00000166619
CTNNBL1,ENSG00000132792
VSTM2L,ENSG00000132821
TTI1,ENSG00000101407
RPRD1B,ENSG00000101413
TGM2,ENSG00000198959
SNHG17,ENSG00000196756
SNHG11,ENSG00000174365
RALGAPB,ENSG00000170471
ARHGAP40,ENSG00000124143
ACTR5,ENSG00000101442
PPP1R16B,ENSG00000101445
FAM83D,ENSG00000101447
DHX35,ENSG00000101452
MAFB,ENSG00000204103
TOP1,ENSG00000198900
PLCG1,ENSG00000124181
PLCG1-AS1,ENSG00000226648
LPIN3,ENSG00000132793
CHD6,ENSG00000124177
SRSF6,ENSG00000124193
L3MBTL1,ENSG00000185513
IFT52,ENSG00000101052
MYBL2,ENSG00000101057
OSER1,ENSG00000132823
OSER1-AS1,ENSG00000223891
FITM2,ENSG00000197296
HNF4A-AS1,ENSG00000229005
TTPAL,ENSG00000124120
SERINC3,ENSG00000132824
PKIG,ENSG00000168734
ADA,ENSG00000196839
WISP2,ENSG00000064205
KCNK15,ENSG00000124249
KCNK15-AS1,ENSG00000244558
YWHAB,ENSG00000166913
TOMM34,ENSG00000025772
STK4-AS1,ENSG00000227477
STK4,ENSG00000101109
RBPJL,ENSG00000124232
SDC4,ENSG00000124145
SYS1,ENSG00000204070
SYS1-DBNDD2,ENSG00000254806
DBNDD2,ENSG00000244274
PIGT,ENSG00000124155
WFDC10A,ENSG00000180305
WFDC3,ENSG00000124116
DNTTIP1,ENSG00000101457
TNNC2,ENSG00000101470
SNX21,ENSG00000124104
ACOT8,ENSG00000101473
ZSWIM3,ENSG00000132801
ZSWIM1,ENSG00000168612
SPATA25,ENSG00000149634
CTSA,ENSG00000064601
NEURL2,ENSG00000124257
PLTP,ENSG00000100979
PCIF1,ENSG00000100982
ZNF335,ENSG00000198026
MMP9,ENSG00000100985
SLC12A5,ENSG00000124140
NCOA5,ENSG00000124160
CD40,ENSG00000101017
CDH22,ENSG00000149654
SLC35C2,ENSG00000080189
ELMO2,ENSG00000062598
ZNF334,ENSG00000198185
TP53RK,ENSG00000172315
SLC2A10,ENSG00000197496
LOC100131496,
LOC101927377,
ZMYND8,ENSG00000101040
NCOA3,ENSG00000124151
SULF2,ENSG00000196562
PREX1,ENSG00000124126
ARFGEF2,ENSG00000124198
CSE1L-AS1,ENSG00000227431
CSE1L,ENSG00000124207
STAU1,ENSG00000124214
DDX27,ENSG00000124228
ZFAS1,ENSG00000177410
ZNFX1,ENSG00000124201
KCNB1,ENSG00000158445
B4GALT5,ENSG00000158470
SLC9A8,ENSG00000197818
SPATA2,ENSG00000158480
LOC105372653,
RNF114,ENSG00000124226
SNAI1,ENSG00000124216
